--- Startup times for process: Primary (or UI client) ---

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines
042.171  000.001  000.001: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
042.425  000.002  000.002: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
042.435  000.001  000.001: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
042.777  000.149  000.149: require('cmp.utils.api')
042.865  000.040  000.040: require('cmp.types.cmp')
042.970  000.054  000.054: require('cmp.utils.misc')
043.014  000.146  000.092: require('cmp.types.lsp')
043.077  000.060  000.060: require('cmp.types.vim')
043.081  000.301  000.054: require('cmp.types')
043.197  000.114  000.114: require('cmp.utils.highlight')
043.293  000.041  000.041: require('cmp.utils.debug')
043.300  000.100  000.059: require('cmp.utils.autocmd')
043.505  000.006  000.006: sourcing nvim_exec2() called at /home/ariel/.local/share/nvim/lazy/nvim-cmp/plugin/cmp.lua:0
043.508  000.931  000.261: sourcing /home/ariel/.local/share/nvim/lazy/nvim-cmp/plugin/cmp.lua
043.511  001.042  000.111: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
043.516  000.001  000.001: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
043.543  000.002  000.002: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
043.893  000.101  000.101: require('cmp.utils.char')
043.900  000.157  000.056: require('cmp.utils.str')
044.089  000.061  000.061: require('cmp.utils.buffer')
044.098  000.142  000.081: require('cmp.utils.keymap')
044.101  000.200  000.058: require('cmp.utils.feedkeys')
044.379  000.084  000.084: require('cmp.config.mapping')
044.432  000.050  000.050: require('cmp.utils.cache')
044.609  000.105  000.105: require('cmp.config.compare')
044.612  000.177  000.072: require('cmp.config.default')
044.626  000.427  000.117: require('cmp.config')
044.638  000.536  000.108: require('cmp.utils.async')
044.904  000.086  000.086: require('cmp.utils.pattern')
044.908  000.268  000.182: require('cmp.context')
045.210  000.150  000.150: require('cmp.utils.snippet')
045.288  000.076  000.076: require('cmp.matcher')
045.303  000.324  000.099: require('cmp.entry')
045.312  000.403  000.079: require('cmp.source')
045.593  000.182  000.182: require('cmp.utils.event')
045.917  000.124  000.124: require('cmp.utils.options')
045.925  000.245  000.122: require('cmp.utils.window')
045.927  000.330  000.085: require('cmp.view.docs_view')
046.150  000.222  000.222: require('cmp.view.custom_entries_view')
046.274  000.121  000.121: require('cmp.view.wildmenu_entries_view')
046.327  000.050  000.050: require('cmp.view.native_entries_view')
046.583  000.254  000.254: require('cmp.view.ghost_text_view')
046.591  001.277  000.117: require('cmp.view')
047.195  003.540  000.700: require('cmp.core')
047.308  000.052  000.052: require('cmp.config.sources')
047.354  000.043  000.043: require('cmp.config.window')
047.383  011.263  002.524: require('cmp')
047.432  000.048  000.048: require('supermaven-nvim.cmp')
047.816  000.334  000.334: require('vim.version')
049.211  000.578  000.578: require('vim.iter')
050.966  000.289  000.289: sourcing /tmp/.mount_nvimGBNGbH/usr/share/nvim/runtime/plugin/editorconfig.lua
050.973  000.398  000.109: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
051.337  000.264  000.264: sourcing /tmp/.mount_nvimGBNGbH/usr/share/nvim/runtime/plugin/gzip.vim
051.344  000.365  000.101: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
051.672  000.178  000.178: sourcing /tmp/.mount_nvimGBNGbH/usr/share/nvim/runtime/plugin/man.lua
051.679  000.326  000.148: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
054.885  000.295  000.295: sourcing /tmp/.mount_nvimGBNGbH/usr/share/nvim/runtime/pack/dist/opt/matchit/plugin/matchit.vim
055.048  003.199  002.903: sourcing /tmp/.mount_nvimGBNGbH/usr/share/nvim/runtime/plugin/matchit.vim
055.055  003.339  000.140: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
055.339  000.154  000.154: sourcing /tmp/.mount_nvimGBNGbH/usr/share/nvim/runtime/plugin/matchparen.vim
055.346  000.281  000.126: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
057.650  000.291  000.291: sourcing /tmp/.mount_nvimGBNGbH/usr/share/nvim/runtime/pack/dist/opt/netrw/plugin/netrwPlugin.vim
057.688  002.158  001.867: sourcing /tmp/.mount_nvimGBNGbH/usr/share/nvim/runtime/plugin/netrwPlugin.vim
057.693  002.293  000.136: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
058.072  000.229  000.229: sourcing /tmp/.mount_nvimGBNGbH/usr/share/nvim/runtime/plugin/osc52.lua
058.080  000.359  000.130: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
058.405  000.007  000.007: sourcing /home/ariel/.local/share/nvim/rplugin.vim
058.412  000.199  000.192: sourcing /tmp/.mount_nvimGBNGbH/usr/share/nvim/runtime/plugin/rplugin.vim
058.416  000.328  000.129: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
058.577  000.051  000.051: sourcing /tmp/.mount_nvimGBNGbH/usr/share/nvim/runtime/plugin/shada.vim
058.582  000.156  000.105: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
058.705  000.024  000.024: sourcing /tmp/.mount_nvimGBNGbH/usr/share/nvim/runtime/plugin/spellfile.vim
058.710  000.123  000.098: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
058.911  000.075  000.075: sourcing /tmp/.mount_nvimGBNGbH/usr/share/nvim/runtime/plugin/tarPlugin.vim
058.917  000.175  000.100: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
059.159  000.132  000.132: sourcing /tmp/.mount_nvimGBNGbH/usr/share/nvim/runtime/plugin/tohtml.lua
059.165  000.232  000.100: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
059.289  000.024  000.024: sourcing /tmp/.mount_nvimGBNGbH/usr/share/nvim/runtime/plugin/tutor.vim
059.294  000.124  000.100: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
059.514  000.114  000.114: sourcing /tmp/.mount_nvimGBNGbH/usr/share/nvim/runtime/plugin/zipPlugin.vim
059.519  000.219  000.104: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
062.899  001.084  001.084: require('vim.lsp.protocol')
062.914  002.488  001.404: require('vim.lsp.util')
062.917  003.114  000.626: require('cmp_luasnip')
062.962  003.205  000.091: sourcing /home/ariel/.local/share/nvim/lazy/cmp_luasnip/after/plugin/cmp_luasnip.lua
062.967  003.312  000.106: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
063.227  000.081  000.081: require('cmp_cmdline')
063.250  000.142  000.061: sourcing /home/ariel/.local/share/nvim/lazy/cmp-cmdline/after/plugin/cmp_cmdline.lua
063.254  000.248  000.106: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
063.495  000.072  000.072: require('cmp_path')
063.515  000.129  000.057: sourcing /home/ariel/.local/share/nvim/lazy/cmp-path/after/plugin/cmp_path.lua
063.519  000.231  000.102: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
063.869  000.045  000.045: require('cmp_buffer.timer')
063.874  000.102  000.058: require('cmp_buffer.buffer')
063.876  000.151  000.049: require('cmp_buffer.source')
063.878  000.192  000.041: require('cmp_buffer')
063.915  000.268  000.076: sourcing /home/ariel/.local/share/nvim/lazy/cmp-buffer/after/plugin/cmp_buffer.lua
063.919  000.369  000.101: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
064.205  000.049  000.049: require('cmp_nvim_lsp.source')
064.209  000.101  000.052: require('cmp_nvim_lsp')
064.218  000.168  000.067: sourcing /home/ariel/.local/share/nvim/lazy/cmp-nvim-lsp/after/plugin/cmp_nvim_lsp.lua
064.221  000.269  000.101: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
064.325  036.921  005.685: require('plugins')
066.441  000.303  000.303: require('vim.lsp.log')
067.338  000.414  000.414: require('vim.lsp.sync')
067.345  000.899  000.486: require('vim.lsp._changetracking')
068.334  000.467  000.467: require('vim.lsp._transport')
068.385  001.037  000.570: require('vim.lsp.rpc')
068.465  003.529  001.290: require('vim.lsp')
068.484  004.156  000.627: require('sets')
069.965  000.613  000.613: require('lspconfig.util')
071.319  002.088  001.474: sourcing /home/ariel/.local/share/nvim/lazy/nvim-lspconfig/plugin/lspconfig.lua
071.327  002.186  000.099: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
071.342  000.004  000.004: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
071.358  000.001  000.001: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
071.711  000.080  000.080: require('lspconfig.async')
071.716  000.190  000.110: require('lspconfig.configs')
071.725  003.045  000.663: require('lspconfig')
072.055  000.004  000.004: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
072.066  000.001  000.001: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
072.689  000.067  000.067: require('mason-core.path')
073.179  000.238  000.238: require('mason-core.functional.data')
073.547  000.362  000.362: require('mason-core.functional.function')
074.182  000.602  000.602: require('mason-core.functional.list')
074.359  000.156  000.156: require('mason-core.functional.relation')
074.573  000.205  000.205: require('mason-core.functional.logic')
074.746  000.169  000.169: require('mason-core.functional.number')
075.031  000.234  000.234: require('mason-core.functional.string')
075.325  000.239  000.239: require('mason-core.functional.table')
075.506  000.176  000.176: require('mason-core.functional.type')
075.522  002.740  000.359: require('mason-core.functional')
075.645  002.953  000.213: require('mason-core.platform')
075.861  000.213  000.213: require('mason.settings')
075.875  003.741  000.508: require('mason-core.installer.InstallLocation')
076.124  000.088  000.088: require('mason-core.log')
076.128  000.137  000.048: require('mason-core.EventEmitter')
076.192  000.062  000.062: require('mason-registry.sources')
076.197  000.321  000.122: require('mason-registry')
076.199  004.473  000.406: require('mason')
076.520  000.008  000.008: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
076.532  000.001  000.001: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
076.979  000.386  000.386: require('mason-lspconfig.settings')
076.983  000.782  000.387: require('mason-lspconfig')
077.410  000.087  000.087: require('lspconfig.configs.lua_ls')
077.717  000.067  000.067: require('lspconfig.manager')
077.787  000.066  000.066: require('lspconfig.configs.eslint')
077.996  000.086  000.086: require('mason.api.command')
078.066  000.060  000.060: require('mason-core.async')
078.161  000.047  000.047: require('mason-core.async.control')
078.214  000.051  000.051: require('mason-core.result')
078.337  000.053  000.053: require('mason-core.async.uv')
078.345  000.128  000.075: require('mason-core.fs')
078.360  000.292  000.067: require('mason-registry.installer')
078.582  000.066  000.066: require('mason-core.optional')
078.803  000.093  000.093: require('mason-core.process')
078.859  000.053  000.053: require('mason-core.spawn')
078.862  000.209  000.063: require('mason-core.installer.managers.powershell')
078.901  000.038  000.038: require('mason.version')
078.905  000.319  000.072: require('mason-core.fetch')
078.945  000.039  000.039: require('mason-core.providers')
079.145  000.070  000.070: require('mason-core.purl')
079.152  000.120  000.051: require('mason-core.package.AbstractPackage')
079.346  000.046  000.046: require('mason-core.installer.compiler.expr')
079.352  000.102  000.056: require('mason-core.installer.compiler.link')
079.625  000.039  000.039: require('mason-core.installer.context.InstallContextCwd')
079.669  000.041  000.041: require('mason-core.installer.context.InstallContextFs')
079.709  000.038  000.038: require('mason-core.installer.context.InstallContextSpawn')
079.754  000.042  000.042: require('mason-core.receipt')
079.768  000.254  000.094: require('mason-core.installer.context')
079.769  000.327  000.073: require('mason-core.installer')
079.784  000.390  000.063: require('mason-core.installer.managers.std')
079.786  000.432  000.043: require('mason-core.installer.compiler.schemas')
079.829  000.042  000.042: require('mason-core.installer.compiler.util')
079.836  000.635  000.059: require('mason-core.installer.compiler')
079.883  000.045  000.045: require('mason-core.installer.linker')
079.886  000.733  000.053: require('mason-core.installer.InstallRunner')
079.932  000.044  000.044: require('mason-core.installer.UninstallRunner')
079.937  000.952  000.054: require('mason-core.package')
079.939  000.992  000.040: require('mason-registry.sources.util')
079.945  001.508  000.093: require('mason-registry.sources.github')
083.842  000.042  000.042: require('mason-lspconfig.mappings')
083.846  000.102  000.060: require('mason-lspconfig.features.automatic_enable')
098.140  000.044  000.044: require('mason-lspconfig.notify')
098.162  000.135  000.091: require('mason-lspconfig.api.command')
098.221  000.056  000.056: require('lspconfig.configs.volar')
100.308  001.944  001.944: require('vim.diagnostic')
100.314  031.760  019.057: require('plugin_config.completions')
101.444  000.035  000.035: sourcing /home/ariel/.local/share/nvim/lazy/plenary.nvim/plugin/plenary.vim
101.450  000.201  000.167: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
101.465  000.003  000.003: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
101.479  000.002  000.002: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
102.040  000.004  000.004: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
102.052  000.001  000.001: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
102.473  000.003  000.003: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
102.481  000.001  000.001: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
102.795  000.149  000.149: sourcing /home/ariel/.local/share/nvim/lazy/telescope.nvim/plugin/telescope.lua
102.800  000.249  000.100: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
102.806  000.002  000.002: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
102.819  000.001  000.001: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
103.336  000.062  000.062: require('telescope._extensions')
103.340  000.514  000.452: require('telescope')
103.547  000.135  000.135: require('fzf_lib')
103.924  000.052  000.052: require('plenary.bit')
103.973  000.045  000.045: require('plenary.functional')
103.996  000.258  000.161: require('plenary.path')
104.027  000.342  000.085: require('plenary.log')
104.060  000.426  000.084: require('telescope.log')
104.288  000.048  000.048: require('plenary.compat')
104.298  000.132  000.083: require('plenary.job')
104.621  000.321  000.321: require('plenary.strings')
104.724  000.100  000.100: require('telescope.state')
104.740  000.678  000.125: require('telescope.utils')
104.750  001.200  000.096: require('telescope.sorters')
104.752  001.410  000.075: require('telescope._extensions.fzf')
104.987  000.082  000.082: require('telescope.deprecated')
106.761  002.008  001.925: require('telescope.config')
107.089  000.077  000.077: require('telescope.actions.state')
107.097  000.147  000.069: require('telescope._extensions.file_browser.utils')
107.166  000.067  000.067: require('telescope._extensions.file_browser.lsp')
107.447  000.054  000.054: require('plenary.window.border')
107.502  000.053  000.053: require('plenary.window')
107.545  000.040  000.040: require('plenary.popup.utils')
107.548  000.216  000.070: require('plenary.popup')
107.605  000.056  000.056: require('telescope.pickers.scroller')
107.664  000.057  000.057: require('telescope.actions.utils')
107.802  000.057  000.057: require('telescope.actions.mt')
107.816  000.149  000.092: require('telescope.actions.set')
107.930  000.060  000.060: require('telescope.config.resolve')
107.933  000.116  000.056: require('telescope.pickers.entry_display')
107.984  000.049  000.049: require('telescope.from_entry')
108.133  000.965  000.321: require('telescope.actions')
108.339  000.203  000.203: require('plenary.scandir')
108.652  000.094  000.094: require('plenary.tbl')
108.661  000.159  000.065: require('plenary.vararg.rotate')
108.663  000.203  000.044: require('plenary.vararg')
108.736  000.072  000.072: require('plenary.errors')
108.745  000.336  000.062: require('plenary.async.async')
109.144  000.077  000.077: require('plenary.async.structs')
109.152  000.241  000.164: require('plenary.async.control')
109.158  000.333  000.091: require('plenary.async.util')
109.161  000.413  000.081: require('plenary.async.tests')
109.162  000.820  000.071: require('plenary.async')
109.227  002.382  000.180: require('telescope._extensions.file_browser.actions')
109.483  000.091  000.091: require('telescope._extensions.file_browser.git')
109.542  000.056  000.056: require('telescope._extensions.file_browser.make_entry_utils')
109.617  000.073  000.073: require('telescope._extensions.file_browser.fs_stat')
109.621  000.309  000.089: require('telescope._extensions.file_browser.make_entry')
109.944  000.164  000.164: require('plenary.class')
109.956  000.261  000.097: require('telescope._')
110.178  000.220  000.220: require('telescope.make_entry')
110.182  000.560  000.079: require('telescope.finders.async_oneshot_finder')
110.359  000.072  000.072: require('telescope.finders.async_static_finder')
110.447  000.072  000.072: require('telescope.finders.async_job_finder')
110.459  000.276  000.132: require('telescope.finders')
110.463  001.234  000.089: require('telescope._extensions.file_browser.finders')
110.878  000.174  000.174: require('telescope.debounce')
111.030  000.149  000.149: require('telescope.mappings')
111.115  000.082  000.082: require('telescope.pickers.highlights')
111.259  000.142  000.142: require('telescope.pickers.window')
111.342  000.080  000.080: require('telescope.pickers.layout')
111.523  000.101  000.101: require('telescope.algos.linked_list')
111.527  000.183  000.082: require('telescope.entry_manager')
111.591  000.063  000.063: require('telescope.pickers.multi')
111.610  001.086  000.214: require('telescope.pickers')
111.613  001.148  000.062: require('telescope._extensions.file_browser.picker')
111.688  000.074  000.074: require('telescope._extensions.file_browser.config')
111.693  004.909  000.071: require('telescope._extensions.file_browser')
113.009  000.145  000.145: require('telescope.builtin')
113.109  012.683  003.230: require('telescope')
113.849  013.532  000.849: require('plugin_config.telescope')
114.736  000.007  000.007: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
114.748  000.001  000.001: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
115.130  000.003  000.003: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
115.154  000.001  000.001: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
115.177  000.001  000.001: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
115.188  000.002  000.002: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
116.245  000.637  000.637: require('noice.util.lazy')
116.275  002.357  001.705: require('noice')
117.390  000.727  000.727: require('vim.health')
118.491  000.308  000.308: require('noice.util.call')
118.523  001.096  000.788: require('noice.util')
118.538  002.252  000.429: require('noice.health')
118.867  000.315  000.315: require('noice.config')
120.725  000.254  000.254: require('notify.util.queue')
120.730  000.999  000.745: require('notify.util')
121.036  000.054  000.054: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
121.073  000.031  000.031: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
121.075  000.343  000.257: require('notify.config.highlights')
121.096  001.918  000.576: require('notify.config')
121.587  000.197  000.197: require('notify.stages')
121.738  000.148  000.148: require('notify.service.notification')
122.175  000.043  000.043: require('notify.animate.spring')
122.178  000.264  000.221: require('notify.animate')
122.181  000.441  000.177: require('notify.windows')
122.322  000.046  000.046: require('notify.service.buffer.highlights')
122.326  000.096  000.050: require('notify.service.buffer')
122.328  000.146  000.050: require('notify.service')
122.379  000.049  000.049: require('notify.stages.util')
122.381  001.284  000.303: require('notify.instance')
122.385  003.481  000.279: require('notify')
122.441  000.043  000.043: require('notify.stages.slide')
122.632  000.058  000.058: require('telescope.previewers.previewer')
122.771  000.066  000.066: require('telescope.previewers.utils')
122.818  000.183  000.117: require('telescope.previewers.term_previewer')
123.057  000.238  000.238: require('telescope.previewers.buffer_previewer')
123.062  000.553  000.074: require('telescope.previewers')
123.068  000.610  000.057: require('telescope._extensions.notify')
123.081  000.008  000.008: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
123.086  000.002  000.002: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
123.087  009.234  000.167: require('plugin_config.noice')
123.486  000.026  000.026: sourcing /home/ariel/.local/share/nvim/lazy/themery.nvim/plugin/themery.vim
123.491  000.132  000.106: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
123.498  000.002  000.002: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
123.508  000.001  000.001: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
124.057  000.061  000.061: require('themery.constants')
124.122  000.061  000.061: require('themery.utils')
124.187  000.062  000.062: require('themery.filesystem')
124.244  000.054  000.054: require('themery.config')
124.247  000.684  000.446: require('themery.persistence')
124.337  000.042  000.042: require('themery.window')
124.341  000.093  000.051: require('themery.controller')
126.069  000.008  000.008: sourcing nvim_exec2() called at ColorSchemePre Autocommands for "*":0
126.079  000.001  000.001: sourcing nvim_exec2() called at ColorSchemePre Autocommands for "*":0
126.720  000.065  000.065: sourcing /home/ariel/.local/share/nvim/lazy/sonokai/autoload/sonokai.vim
131.943  005.395  005.330: sourcing /home/ariel/.local/share/nvim/lazy/sonokai/colors/sonokai.vim
132.137  000.014  000.014: sourcing nvim_exec2() called at ColorScheme Autocommands for "*":0
132.145  009.007  002.677: require('themery')
132.195  009.107  000.099: require('plugin_config.themery')
132.197  063.712  000.079: require('plugin_config')
132.564  000.022  000.022: sourcing /home/ariel/.local/share/nvim/lazy/nvim-web-devicons/plugin/nvim-web-devicons.vim
132.569  000.138  000.116: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
132.575  000.001  000.001: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
132.586  000.001  000.001: sourcing nvim_exec2() called at /home/ariel/.config/nvim/init.lua:0
133.068  000.414  000.414: require('nvim-web-devicons.filetypes')
133.258  000.136  000.136: require('nvim-web-devicons.default.icons_by_filename')
133.540  000.279  000.279: require('nvim-web-devicons.default.icons_by_file_extension')
